1 4 1 1 1 1 1 0.185805 1 1 1.000 0.000 0 3.281 0 1 1 1 0.15 0.667 0.000 735642 6167.95 6175.97 4
2 7 -1 0 5 0 1 0.433545 0 1 0.000 1.000 1 2.482 0 1 1 2 0.45 0.667 0.025 735642 6167.95 6179.25 7
3 3 -5 -5 1 1 0 0.0167399 0 1 0.000 0.000 0 2.499 0 1 1 3 0.15 0.667 0.000 735642 6167.95 6181.73 3
4 7 1 -4 1 1 1 0.0168724 1 2 0.500 1.000 1 2.499 0 1 1 4 0.45 0.667 0.025 735642 6167.95 6184.23 7
5 7 5 1 5 0 0 0.0169128 2 3 0.667 0.667 1 2.499 0 1 1 5 0.45 0.667 0.025 735642 6167.95 6186.73 7
6 3 1 2 1 1 1 0.266637 1 2 0.500 0.500 0 6.133 0 1 2 1 0.15 0.667 0.000 735642 6167.95 6196.8 3
7 4 5 7 5 0 0 0.0167762 2 2 1.000 0.500 0 2.966 0 1 2 2 0.15 0.667 0.000 735642 6167.95 6202.93 4
8 1 1 8 1 1 1 0.202691 1 1 1.000 0.000 0 2.500 0 1 2 3 0.05 0.000 0.000 735642 6167.95 6205.9 1
