1 3 -5 -5 1 1 0 0.572753 0 1 0.000 0.000 0 2.732 0
2 7 1 -4 1 1 1 0.325939 1 1 1.000 1.000 1 2.468 0
3 3 1 -3 1 1 1 0.0966019 1 2 0.500 0.500 0 2.513 0
